"q","p","s","t","d","trade_seq","trade_id","tick_direction","iv","instrument_name","index_price","direction"
"0.1","0.0225","TRADE","1641019741704","2022-01-01","351","197411715","0","71.53","BTC-28JAN22-56000-C","47064.55","sell"
"0.3","0.004","TRADE","1641019652569","2022-01-01","172","197411573","2","45.3","BTC-1JAN22-47000-C","47133.97","sell"
"0.5","0.0045","TRADE","1641019552166","2022-01-01","171","197411418","1","54.96","BTC-1JAN22-47000-C","47149.73","buy"
"0.2","0.0045","TRADE","1641019552161","2022-01-01","170","197411417","1","54.96","BTC-1JAN22-47000-C","47149.73","buy"
"0.1","0.0045","TRADE","1641019552047","2022-01-01","169","197411409","1","54.96","BTC-1JAN22-47000-C","47149.73","buy"
"0.2","0.0045","TRADE","1641019552038","2022-01-01","168","197411407","1","54.96","BTC-1JAN22-47000-C","47149.73","buy"
"0.1","0.0635","TRADE","1641019513525","2022-01-01","2326","197411391","0","74.62","BTC-25MAR22-60000-C","47147.26","sell"
"1.5","0.0045","TRADE","1641019471121","2022-01-01","167","197411375","1","53.11","BTC-1JAN22-47000-C","47153.53","buy"
"3","5.0E-4","TRADE","1641019448911","2022-01-01","283","197411317","3","105.51","BTC-1JAN22-48000-C","47171.59","sell"
"0.5","0.0045","TRADE","1641019422961","2022-01-01","166","197411312","0","48.02","BTC-1JAN22-47000-C","47168.41","buy"
"2.9","5.0E-4","TRADE","1641019378942","2022-01-01","282","197411299","3","104.45","BTC-1JAN22-48000-C","47175.8","buy"
"0.1","0.048","TRADE","1641019378465","2022-01-01","20","197411298","0","67.71","BTC-14JAN22-47000-P","47175.8","sell"
"2","0.0065","TRADE","1641019240407","2022-01-01","251","197411260","3","62.57","BTC-2JAN22-48000-C","47157.04","buy"
"0.6","0.002","TRADE","1641019227806","2022-01-01","152","197411258","3","71.23","BTC-2JAN22-45000-P","47150.03","sell"
"1.4","0.002","TRADE","1641019201663","2022-01-01","151","197411236","3","71.13","BTC-2JAN22-45000-P","47141.12","sell"
"1.7","0.021","TRADE","1641019193746","2022-01-01","312","197411233","2","70.59","BTC-7JAN22-49000-C","47137.57","buy"
"1.4","0.004","TRADE","1641019182956","2022-01-01","165","197411224","2","45.98","BTC-1JAN22-47000-C","47135.37","sell"
"2.4","5.0E-4","TRADE","1641019160782","2022-01-01","281","197411195","3","104.04","BTC-1JAN22-48000-C","47152.08","buy"
"2.8","0.023","TRADE","1641019039406","2022-01-01","547","197411169","1","68.25","BTC-7JAN22-46000-P","47164.17","buy"
"2.1","0.023","TRADE","1641019039406","2022-01-01","546","197411168","0","68.25","BTC-7JAN22-46000-P","47164.17","buy"
"4","0.0065","TRADE","1641018912449","2022-01-01","250","197411133","3","62.71","BTC-2JAN22-48000-C","47147.38","sell"
"3.1","0.001","TRADE","1641018907673","2022-01-01","215","197411132","2","86.85","BTC-7JAN22-38000-P","47149.04","sell"
"4.6","5.0E-4","TRADE","1641018876628","2022-01-01","280","197411128","3","100.63","BTC-1JAN22-48000-C","47160.39","buy"
"0.1","0.0045","TRADE","1641018849343","2022-01-01","345","197411115","2","62.95","BTC-2JAN22-46000-P","47149.79","sell"
"1.3","0.0065","TRADE","1641018825323","2022-01-01","249","197411089","3","63.36","BTC-2JAN22-48000-C","47129.97","buy"
"1.3","0.0065","TRADE","1641018825282","2022-01-01","248","197411088","3","63.36","BTC-2JAN22-48000-C","47129.97","buy"
"2.4","0.0065","TRADE","1641018750063","2022-01-01","247","197411067","2","63.41","BTC-2JAN22-48000-C","47123.42","sell"
"0.1","0.001","TRADE","1641018639707","2022-01-01","250","197411054","2","39.58","BTC-1JAN22-47000-P","47122.83","sell"
"0.1","0.003","TRADE","1641018637712","2022-01-01","309","197411053","1","74.98","BTC-14JAN22-60000-C","47122.47","sell"
"6","5.0E-4","TRADE","1641018579616","2022-01-01","279","197411040","3","100.21","BTC-1JAN22-48000-C","47135.01","buy"
"0.2","0.015","TRADE","1641018520344","2022-01-01","179","197411030","2","66.38","BTC-7JAN22-45000-P","47142.61","sell"
"0.1","0.001","TRADE","1641018514389","2022-01-01","260","197411029","2","69.7","BTC-2JAN22-50000-C","47149.09","sell"
"0.7","0.006","TRADE","1641018104521","2022-01-01","164","197410907","3","60.1","BTC-1JAN22-47000-C","47212.6","buy"
"1","5.0E-4","TRADE","1641018078454","2022-01-01","278","197410886","3","88.65","BTC-1JAN22-48000-C","47216.14","buy"
"0.1","0.006","TRADE","1641018065956","2022-01-01","163","197410883","3","58.75","BTC-1JAN22-47000-C","47215.23","buy"
"1.2","0.031","TRADE","1641018054881","2022-01-01","1214","197410882","2","74.82","BTC-25MAR22-35000-P","47215.06","sell"
"0.6","0.006","TRADE","1641018049706","2022-01-01","162","197410881","3","58.98","BTC-1JAN22-47000-C","47214.26","buy"
"0.3","0.006","TRADE","1641018049688","2022-01-01","161","197410880","2","58.98","BTC-1JAN22-47000-C","47214.26","buy"
"1","5.0E-4","TRADE","1641018037198","2022-01-01","277","197410878","3","88.91","BTC-1JAN22-48000-C","47213.68","buy"
"0.9","0.0425","TRADE","1641018007118","2022-01-01","45","197410871","1","69.24","BTC-21JAN22-50000-C","47206.24","buy"
"2.1","0.0425","TRADE","1641017951171","2022-01-01","44","197410832","0","69.22","BTC-21JAN22-50000-C","47201.71","sell"
"3","0.0115","TRADE","1641017939727","2022-01-01","11","197410829","0","73.85","BTC-21JAN22-58000-C","47208.81","sell"
"0.1","0.1025","TRADE","1641017803962","2022-01-01","6","197410792","3","75","BTC-30DEC22-100000-C","47274.18","buy"
"0.2","0.1025","TRADE","1641017803102","2022-01-01","5","197410791","2","75","BTC-30DEC22-100000-C","47274.18","buy"
"1","0.004","TRADE","1641017753031","2022-01-01","612","197410788","2","74.24","BTC-7JAN22-54000-C","47275.24","sell"
"1.8","5.0E-4","TRADE","1641017710751","2022-01-01","276","197410772","3","79.92","BTC-1JAN22-48000-C","47290.95","sell"
"11.1","5.0E-4","TRADE","1641017708354","2022-01-01","207","197410771","3","129.7","BTC-1JAN22-46000-P","47295.55","sell"
"0.1","0.068","TRADE","1641017654418","2022-01-01","246","197410759","2","76.3","BTC-24JUN22-35000-P","47313.11","buy"
"2","0.012","TRADE","1641017640964","2022-01-01","261","197410743","3","88.98","BTC-24JUN22-20000-P","47304.05","buy"
"3.5","0.012","TRADE","1641017640383","2022-01-01","260","197410742","2","88.98","BTC-24JUN22-20000-P","47304.13","buy"
"0.1","0.0185","TRADE","1641020379321","2022-01-01","263","197412109","2","74.5","BTC-25FEB22-35000-P","46963.86","buy"
"0.4","0.0055","TRADE","1641020379064","2022-01-01","347","197412105","1","63.7","BTC-2JAN22-46000-P","46963.86","buy"
"1.8","0.0055","TRADE","1641020379064","2022-01-01","346","197412104","0","63.7","BTC-2JAN22-46000-P","46963.86","buy"
"0.5","0.024","TRADE","1641020368605","2022-01-01","548","197412053","0","67.41","BTC-7JAN22-46000-P","47023.95","buy"
"0.1","0.0015","TRADE","1641020363857","2022-01-01","251","197411992","0","50.8","BTC-1JAN22-47000-P","47039.07","buy"
"2.2","0.007","TRADE","1641020337055","2022-01-01","252","197411905","0","67.74","BTC-2JAN22-48000-C","47093.91","buy"
"0.9","0.0135","TRADE","1641020298763","2022-01-01","77","197411899","3","58.64","BTC-2JAN22-47000-C","47082.05","buy"
"1.3","0.0135","TRADE","1641020298759","2022-01-01","76","197411898","2","58.64","BTC-2JAN22-47000-C","47082.05","sell"
"0.1","0.003","TRADE","1641020266155","2022-01-01","334","197411879","1","78.34","BTC-7JAN22-55000-C","47094.37","buy"
"1.4","0.087","TRADE","1641020227487","2022-01-01","82","197411840","1","73.69","BTC-25MAR22-55000-C","47072.09","buy"
"0.5","0.012","TRADE","1641020227270","2022-01-01","239","197411817","1","60.13","BTC-2JAN22-47000-P","47069.36","sell"
"0.8","0.012","TRADE","1641020227224","2022-01-01","238","197411812","0","60.13","BTC-2JAN22-47000-P","47069.36","sell"
"3.2","0.047","TRADE","1641020006198","2022-01-01","352","197411760","1","71.31","BTC-7JAN22-48000-P","47050","buy"
"1.8","0.047","TRADE","1641020006198","2022-01-01","351","197411759","0","71.31","BTC-7JAN22-48000-P","47050","buy"
"1","0.001","TRADE","1641019983662","2022-01-01","262","197411746","3","71.72","BTC-2JAN22-50000-C","47073.43","sell"
"1.6","0.039","TRADE","1641019968066","2022-01-01","209","197411745","3","67.96","BTC-14JAN22-46000-P","47061.45","buy"
"1.4","0.039","TRADE","1641019968066","2022-01-01","208","197411744","2","67.96","BTC-14JAN22-46000-P","47061.45","buy"
"1","0.018","TRADE","1641019840162","2022-01-01","1482","197411736","0","69.61","BTC-28JAN22-40000-P","47054.05","buy"
"0.3","0.001","TRADE","1641019839681","2022-01-01","261","197411735","3","72.01","BTC-2JAN22-50000-C","47054.05","sell"
"0.1","0.0225","TRADE","1641019741704","2022-01-01","351","197411715","0","71.53","BTC-28JAN22-56000-C","47064.55","sell"
"0.3","0.004","TRADE","1641019652569","2022-01-01","172","197411573","2","45.3","BTC-1JAN22-47000-C","47133.97","sell"
"0.5","0.0045","TRADE","1641019552166","2022-01-01","171","197411418","1","54.96","BTC-1JAN22-47000-C","47149.73","buy"
"0.2","0.0045","TRADE","1641019552161","2022-01-01","170","197411417","1","54.96","BTC-1JAN22-47000-C","47149.73","buy"
"0.1","0.0045","TRADE","1641019552047","2022-01-01","169","197411409","1","54.96","BTC-1JAN22-47000-C","47149.73","buy"
"0.2","0.0045","TRADE","1641019552038","2022-01-01","168","197411407","1","54.96","BTC-1JAN22-47000-C","47149.73","buy"
"0.1","0.0635","TRADE","1641019513525","2022-01-01","2326","197411391","0","74.62","BTC-25MAR22-60000-C","47147.26","sell"
"1.5","0.0045","TRADE","1641019471121","2022-01-01","167","197411375","1","53.11","BTC-1JAN22-47000-C","47153.53","buy"
"3","5.0E-4","TRADE","1641019448911","2022-01-01","283","197411317","3","105.51","BTC-1JAN22-48000-C","47171.59","sell"
"0.5","0.0045","TRADE","1641019422961","2022-01-01","166","197411312","0","48.02","BTC-1JAN22-47000-C","47168.41","buy"
"2.9","5.0E-4","TRADE","1641019378942","2022-01-01","282","197411299","3","104.45","BTC-1JAN22-48000-C","47175.8","buy"
"0.1","0.048","TRADE","1641019378465","2022-01-01","20","197411298","0","67.71","BTC-14JAN22-47000-P","47175.8","sell"
"2","0.0065","TRADE","1641019240407","2022-01-01","251","197411260","3","62.57","BTC-2JAN22-48000-C","47157.04","buy"
"0.6","0.002","TRADE","1641019227806","2022-01-01","152","197411258","3","71.23","BTC-2JAN22-45000-P","47150.03","sell"
"1.4","0.002","TRADE","1641019201663","2022-01-01","151","197411236","3","71.13","BTC-2JAN22-45000-P","47141.12","sell"
"1.7","0.021","TRADE","1641019193746","2022-01-01","312","197411233","2","70.59","BTC-7JAN22-49000-C","47137.57","buy"
"1.4","0.004","TRADE","1641019182956","2022-01-01","165","197411224","2","45.98","BTC-1JAN22-47000-C","47135.37","sell"
"2.4","5.0E-4","TRADE","1641019160782","2022-01-01","281","197411195","3","104.04","BTC-1JAN22-48000-C","47152.08","buy"
"2.8","0.023","TRADE","1641019039406","2022-01-01","547","197411169","1","68.25","BTC-7JAN22-46000-P","47164.17","buy"
"2.1","0.023","TRADE","1641019039406","2022-01-01","546","197411168","0","68.25","BTC-7JAN22-46000-P","47164.17","buy"
"4","0.0065","TRADE","1641018912449","2022-01-01","250","197411133","3","62.71","BTC-2JAN22-48000-C","47147.38","sell"
"3.1","0.001","TRADE","1641018907673","2022-01-01","215","197411132","2","86.85","BTC-7JAN22-38000-P","47149.04","sell"
"4.6","5.0E-4","TRADE","1641018876628","2022-01-01","280","197411128","3","100.63","BTC-1JAN22-48000-C","47160.39","buy"
"0.1","0.0045","TRADE","1641018849343","2022-01-01","345","197411115","2","62.95","BTC-2JAN22-46000-P","47149.79","sell"
"2.1","0.0425","TRADE","1641017951171","2022-01-01","44","197410832","0","69.22","BTC-21JAN22-50000-C","47201.71","sell"
"3","0.0115","TRADE","1641017939727","2022-01-01","11","197410829","0","73.85","BTC-21JAN22-58000-C","47208.81","sell"
"0.1","0.1025","TRADE","1641017803962","2022-01-01","6","197410792","3","75","BTC-30DEC22-100000-C","47274.18","buy"
"0.2","0.1025","TRADE","1641017803102","2022-01-01","5","197410791","2","75","BTC-30DEC22-100000-C","47274.18","buy"
"1","0.004","TRADE","1641017753031","2022-01-01","612","197410788","2","74.24","BTC-7JAN22-54000-C","47275.24","sell"
"1.8","5.0E-4","TRADE","1641017710751","2022-01-01","276","197410772","3","79.92","BTC-1JAN22-48000-C","47290.95","sell"
"11.1","5.0E-4","TRADE","1641017708354","2022-01-01","207","197410771","3","129.7","BTC-1JAN22-46000-P","47295.55","sell"
"0.1","0.068","TRADE","1641017654418","2022-01-01","246","197410759","2","76.3","BTC-24JUN22-35000-P","47313.11","buy"
"2","0.012","TRADE","1641017640964","2022-01-01","261","197410743","3","88.98","BTC-24JUN22-20000-P","47304.05","buy"
"3.5","0.012","TRADE","1641017640383","2022-01-01","260","197410742","2","88.98","BTC-24JUN22-20000-P","47304.13","buy"
"0.1","0.1965","TRADE","1641017616895","2022-01-01","463","197410733","3","74.39","BTC-24JUN22-50000-C","47303.08","sell"
"0.1","0.0125","TRADE","1641017615719","2022-01-01","259","197410731","0","89.85","BTC-24JUN22-20000-P","47303.34","sell"
"0.2","5.0E-4","TRADE","1641017588466","2022-01-01","275","197410721","3","78.11","BTC-1JAN22-48000-C","47304.53","sell"
"4.2","5.0E-4","TRADE","1641017588466","2022-01-01","274","197410720","3","78.11","BTC-1JAN22-48000-C","47304.53","sell"
"0.1","5.0E-4","TRADE","1641017444465","2022-01-01","206","197410694","3","124.5","BTC-1JAN22-46000-P","47266.46","sell"
"0.1","0.0015","TRADE","1641017442171","2022-01-01","259","197410693","2","73.55","BTC-2JAN22-50000-C","47266.12","sell"
"2","0.0385","TRADE","1641017412758","2022-01-01","938","197410684","0","81.45","BTC-24JUN22-100000-C","47268.43","buy"
"0.2","0.1315","TRADE","1641017341161","2022-01-01","654","197410590","0","74.77","BTC-24JUN22-60000-C","47197.77","buy"
"0.1","0.003","TRADE","1641017327776","2022-01-01","333","197410577","0","77.34","BTC-7JAN22-55000-C","47186.56","sell"
"0.3","0.005","TRADE","1641017219203","2022-01-01","344","197410556","2","66.21","BTC-2JAN22-46000-P","47177.31","buy"
"0.4","5.0E-4","TRADE","1641017212273","2022-01-01","273","197410553","3","86.09","BTC-1JAN22-48000-C","47176.9","sell"
"0.1","5.0E-4","TRADE","1641017207429","2022-01-01","813","197410552","3","103.25","BTC-28JAN22-100000-C","47177.36","buy"
"1.2","0.087","TRADE","1641017181365","2022-01-01","81","197410550","0","73.38","BTC-25MAR22-55000-C","47153.22","buy"
"0.7","0.1205","TRADE","1641017178776","2022-01-01","2251","197410542","0","72.72","BTC-25MAR22-50000-C","47151.38","buy"
"1.2","0.035","TRADE","1641017101916","2022-01-01","2031","197410477","3","77.38","BTC-25MAR22-70000-C","47125.4","sell"
"1.2","0.035","TRADE","1641017098245","2022-01-01","2030","197410465","3","77.33","BTC-25MAR22-70000-C","47144.62","sell"
"0.2","0.0025","TRADE","1641017097747","2022-01-01","249","197410464","0","65.54","BTC-1JAN22-47000-P","47144.91","buy"
"1.2","0.035","TRADE","1641017077898","2022-01-01","2029","197410454","3","77.3","BTC-25MAR22-70000-C","47149.61","sell"
"1.2","0.035","TRADE","1641017036589","2022-01-01","2028","197410429","3","77.27","BTC-25MAR22-70000-C","47157.58","sell"
"1.2","0.035","TRADE","1641016993802","2022-01-01","2027","197410406","3","77.24","BTC-25MAR22-70000-C","47166.95","sell"
"0.1","5.0E-4","TRADE","1641016972497","2022-01-01","205","197410377","3","114.73","BTC-1JAN22-46000-P","47191.82","sell"
"1.4","0.002","TRADE","1641019201663","2022-01-01","151","197411236","3","71.13","BTC-2JAN22-45000-P","47141.12","sell"
"1.7","0.021","TRADE","1641019193746","2022-01-01","312","197411233","2","70.59","BTC-7JAN22-49000-C","47137.57","buy"
"1.4","0.004","TRADE","1641019182956","2022-01-01","165","197411224","2","45.98","BTC-1JAN22-47000-C","47135.37","sell"
"2.4","5.0E-4","TRADE","1641019160782","2022-01-01","281","197411195","3","104.04","BTC-1JAN22-48000-C","47152.08","buy"
"2.8","0.023","TRADE","1641019039406","2022-01-01","547","197411169","1","68.25","BTC-7JAN22-46000-P","47164.17","buy"
"2.1","0.023","TRADE","1641019039406","2022-01-01","546","197411168","0","68.25","BTC-7JAN22-46000-P","47164.17","buy"
"4","0.0065","TRADE","1641018912449","2022-01-01","250","197411133","3","62.71","BTC-2JAN22-48000-C","47147.38","sell"
"3.1","0.001","TRADE","1641018907673","2022-01-01","215","197411132","2","86.85","BTC-7JAN22-38000-P","47149.04","sell"
"4.6","5.0E-4","TRADE","1641018876628","2022-01-01","280","197411128","3","100.63","BTC-1JAN22-48000-C","47160.39","buy"
"0.1","0.0045","TRADE","1641018849343","2022-01-01","345","197411115","2","62.95","BTC-2JAN22-46000-P","47149.79","sell"
"1.3","0.0065","TRADE","1641018825323","2022-01-01","249","197411089","3","63.36","BTC-2JAN22-48000-C","47129.97","buy"
"1.3","0.0065","TRADE","1641018825282","2022-01-01","248","197411088","3","63.36","BTC-2JAN22-48000-C","47129.97","buy"
"2.4","0.0065","TRADE","1641018750063","2022-01-01","247","197411067","2","63.41","BTC-2JAN22-48000-C","47123.42","sell"
"0.1","0.001","TRADE","1641018639707","2022-01-01","250","197411054","2","39.58","BTC-1JAN22-47000-P","47122.83","sell"
"0.1","0.003","TRADE","1641018637712","2022-01-01","309","197411053","1","74.98","BTC-14JAN22-60000-C","47122.47","sell"
"6","5.0E-4","TRADE","1641018579616","2022-01-01","279","197411040","3","100.21","BTC-1JAN22-48000-C","47135.01","buy"
"0.2","0.015","TRADE","1641018520344","2022-01-01","179","197411030","2","66.38","BTC-7JAN22-45000-P","47142.61","sell"
"0.1","0.001","TRADE","1641018514389","2022-01-01","260","197411029","2","69.7","BTC-2JAN22-50000-C","47149.09","sell"
"0.7","0.006","TRADE","1641018104521","2022-01-01","164","197410907","3","60.1","BTC-1JAN22-47000-C","47212.6","buy"
"1","5.0E-4","TRADE","1641018078454","2022-01-01","278","197410886","3","88.65","BTC-1JAN22-48000-C","47216.14","buy"
"0.1","0.006","TRADE","1641018065956","2022-01-01","163","197410883","3","58.75","BTC-1JAN22-47000-C","47215.23","buy"
"1.2","0.031","TRADE","1641018054881","2022-01-01","1214","197410882","2","74.82","BTC-25MAR22-35000-P","47215.06","sell"
"0.6","0.006","TRADE","1641018049706","2022-01-01","162","197410881","3","58.98","BTC-1JAN22-47000-C","47214.26","buy"
"0.3","0.006","TRADE","1641018049688","2022-01-01","161","197410880","2","58.98","BTC-1JAN22-47000-C","47214.26","buy"
"1","5.0E-4","TRADE","1641018037198","2022-01-01","277","197410878","3","88.91","BTC-1JAN22-48000-C","47213.68","buy"
"0.9","0.0425","TRADE","1641018007118","2022-01-01","45","197410871","1","69.24","BTC-21JAN22-50000-C","47206.24","buy"
"2.1","0.0425","TRADE","1641017951171","2022-01-01","44","197410832","0","69.22","BTC-21JAN22-50000-C","47201.71","sell"
"3","0.0115","TRADE","1641017939727","2022-01-01","11","197410829","0","73.85","BTC-21JAN22-58000-C","47208.81","sell"
"0.1","0.1025","TRADE","1641017803962","2022-01-01","6","197410792","3","75","BTC-30DEC22-100000-C","47274.18","buy"
"0.2","0.1025","TRADE","1641017803102","2022-01-01","5","197410791","2","75","BTC-30DEC22-100000-C","47274.18","buy"
"1","0.004","TRADE","1641017753031","2022-01-01","612","197410788","2","74.24","BTC-7JAN22-54000-C","47275.24","sell"
"1.8","5.0E-4","TRADE","1641017710751","2022-01-01","276","197410772","3","79.92","BTC-1JAN22-48000-C","47290.95","sell"
